NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         27.7400        -47.8263         25.2529        -24.4268
         27.7600        -75.9493         27.1999         -2.9028
         27.7800        -36.1943          4.0639          8.3942
         27.8000         -6.7233        -24.8511         22.5892
         27.8200        -16.1803        -24.3131         20.8312
         27.8400        -14.3523        -10.2471          4.4862
         27.8600         -8.6343         -9.9581        -10.7268
         27.8800         -6.0483         -2.7111        -19.3048
         27.9000         -1.9473          7.5339         -5.7518
         27.9200         24.2647          8.3449         -0.9218
         27.9400         61.7987         -1.2961        -11.3568
         27.9600         53.7787        -18.0911         -7.0738
         27.9800          3.7727        -13.6801         10.5682
         28.0000        -13.8073         12.6299          8.8012
         28.0200         -4.3313         36.0929         -2.2218
         28.0400          7.8987         21.2699         -5.5428
         28.0600         34.0027         -4.1001        -21.1218
         28.0800         21.4867         -5.4991         -3.1978
         28.1000        -11.7763         16.8579         30.5992
         28.1200         11.7487         36.4159         26.4352
         28.1400         49.2107         32.5939         13.8122
         28.1600         16.0897         10.0599         10.7622
         28.1800        -16.1253        -12.4951         -2.9268
         28.2000        -23.0613        -24.8381        -17.4428
         28.2200        -29.9403        -25.2331        -24.9328
         28.2400         -1.9993         -6.1361        -15.1538
         28.2600         16.7577          6.4429          1.8942
         28.2800        -25.8723          3.5009         -9.1088
         28.3000        -33.2783         11.3679        -11.8918
         28.3200         23.2837          8.0929          3.4152
         28.3400         55.7087        -19.8661          1.1402
         28.3600         51.7857        -19.9211         -0.8638
         28.3800          6.1437         -1.1861         14.0782
         28.4000        -34.7003         -0.5721         23.7772
         28.4200        -25.5763          9.6519          9.4612
         28.4400          0.9207         36.6119         -0.6168
         28.4600         22.1177         32.8869          5.9732
         28.4800         18.7297         18.9989          5.5362
         28.5000          4.7937         16.1169          2.5642
         28.5200          5.2237          1.1009         -2.2168
         28.5400        -17.7623         -4.1971         -1.8128
         28.5600        -16.0333         -2.2071          2.4082
         28.5800         12.3497        -16.6911         -2.0718
         28.6000          1.1647        -16.4011          1.9592
         28.6200        -20.7283         -3.5781         22.2112
         28.6400        -22.1333        -12.2211          7.8762
         28.6600         17.6337        -26.2231        -27.4188
         28.6800         65.1007        -19.0651        -23.0648
         28.7000         58.1117         -7.4091          1.9992
         28.7200         19.3527         -6.0881         17.6422
         28.7400          1.8277         11.8569         15.3032
         28.7600        -21.0563         45.9309         16.0532
         28.7800        -24.6963         50.0179         17.5692
         28.8000        -13.5793         27.6449         16.0582
         28.8200        -24.4123         20.4689         21.7562
         28.8400        -23.9383         15.7999         17.8532
         28.8600        -10.6233          8.4899         12.0932
         28.8800        -15.0183         22.4559          7.5842
         28.9000        -27.9303         24.7899        -13.7928
         28.9200        -15.1833         10.7139        -30.8228
         28.9400        -17.6973         22.8399        -12.6598
         28.9600        -37.1463         40.9719         24.2302
         28.9800        -27.0483         22.2999         38.8962
         29.0000         17.1897         -7.3401         22.2412
         29.0200         32.3027        -22.7431         -4.6328
         29.0400         15.2447        -38.7661        -23.8748
         29.0600          3.9347        -55.3011        -17.7918
         29.0800         12.9627        -59.4271         -8.5268
         29.1000         31.3547        -22.3621        -26.8898
         29.1200         38.3267         49.2549        -27.3348
         29.1400         41.0377         63.6259         -6.7138
         29.1600         18.8497         22.5499         -3.1428
         29.1800        -28.3653         -5.5461        -10.8318
         29.2000        -36.7053         -4.2431        -21.5918
         29.2200         -1.8183         -3.5641        -13.9198
         29.2400         -6.6893        -27.4811          6.8782
         29.2600        -50.8453        -39.6541         10.4532
         29.2800        -51.5643        -38.4251         10.1922
         29.3000        -40.4313        -52.1201         11.8752
         29.3200        -49.8753        -51.9821         -1.7078
         29.3400        -53.2553        -19.5161        -21.3368
         29.3600        -59.7043         12.6049        -30.9008
         29.3800        -59.3413         36.4219        -22.4668
         29.4000        -43.6783         52.7109         -2.0568
         29.4200        -18.9353         39.8399         14.8182
         29.4400         -5.7723         29.0379         16.5642
         29.4600        -12.7823         42.8489         16.6452
         29.4800        -17.9113         26.5469         27.8052
         29.5000          9.4387         -2.2081         30.2032
         29.5200         68.7377         -4.2901         16.2542
         29.5400         72.8957         13.3949          3.5092
         29.5600         27.7687         27.9449          8.0742
         29.5800         25.8847         10.7909         16.3792
         29.6000         41.6047        -10.6941          3.5912
         29.6200         18.3387        -15.7111          3.9322
         29.6400         -8.4883        -17.7451         17.4742
         29.6600          2.9067         -3.3761         10.9382
         29.6800          5.6637         12.0249         -3.1088
         29.7000        -31.1253          4.1479         -6.8638
         29.7200        -40.0203         -7.4211         -3.1818
         29.7400         -7.9413        -34.9921        -13.4968
         29.7600          6.9947        -70.8521        -14.7718
         29.7800         -9.8753        -70.5801          0.9532
         29.8000        -13.9823        -56.4121         12.2262
         29.8200         17.3187        -61.2041          8.9272
         29.8400         57.0557        -58.5371          0.4302
         29.8600         71.8207        -22.6981         10.9032
         29.8800         55.3587         11.9749         15.8372
         29.9000          7.0917         24.8489         11.5882
         29.9200         -8.8743         16.5349         -0.7508
         29.9400          1.5737         12.2599        -12.8978
         29.9600         -5.7943         35.1539         12.5482
         29.9800         -7.4603         66.2919         24.1292
         30.0000        -30.0613         63.5619         13.4652
         30.0200        -49.0253         46.0569         18.2312
         30.0400        -37.6083         18.4649         21.4332
         30.0600        -30.6003          0.7289         16.3342
         30.0800        -37.0133         18.7419         10.8782
         30.1000        -44.9473         14.5089         11.6052
         30.1200        -26.0103        -27.9111          4.9462
         30.1400        -24.6403        -53.0691        -25.1098
         30.1600        -19.7773        -33.1101        -44.4578
         30.1800         24.8557          8.5449        -25.3678
         30.2000         64.5467         57.6179        -11.6918
         30.2200         49.6277         47.0799        -20.2318
         30.2400          8.9547          6.2479         -7.3858
         30.2600          3.8987          9.0579          3.1072
         30.2800         14.0987         21.8869        -12.5698
         30.3000         -7.4923         -3.7621        -19.3818
         30.3200        -52.2403        -30.8841         -8.1298
         30.3400        -27.6173        -26.3181          0.4792
         30.3600         42.3257        -17.3811          1.4202
         30.3800         38.7977        -34.8971          0.8932
         30.4000         -6.2953        -52.0631         -6.8958
         30.4200         -9.4683        -38.1341         -7.3828
         30.4400         29.8677        -22.8701          7.0542
         30.4600         55.1427        -14.9311         25.5712
         30.4800         35.8497          3.9339         38.7682
         30.5000         21.3847         33.8919         34.7312
         30.5200         33.3687         43.3209         21.0052
         30.5400         52.6387         18.4309          8.9152
         30.5600         31.7987         12.8289          2.6922
         30.5800         -9.9513         27.7249          1.1082
         30.6000        -25.2813          0.0349         -9.2608
         30.6200        -39.2343        -34.6631        -15.0688
         30.6400        -46.8023        -20.6761          5.0982
         30.6600        -54.8613         -5.2581         17.3142
         30.6800        -53.6343        -11.8541         20.6672
         30.7000        -14.4843        -21.0371         17.8262
         30.7200          5.8587        -20.2221         -5.1848
         30.7400        -13.5643         17.4969         -5.0168
         30.7600        -14.0303         52.0839          1.4542
         30.7800         -6.5233         39.3079        -10.5108
         30.8000        -18.4353         17.5599         -4.2878
         30.8200        -32.7403          1.4289         -4.0138
         30.8400        -23.0333          4.4729        -11.4918
         30.8600         17.6477         24.6829          2.5552
         30.8800         32.5727         15.1629          6.2732
         30.9000         20.5937        -18.1241          0.0182
         30.9200         23.7137        -20.5841         -8.4728
         30.9400         21.4607          3.1429        -22.3708
         30.9600         -7.6773         24.1789        -30.4178
         30.9800        -40.0753         16.2099         -8.0418
         31.0000        -27.9383        -16.1951         20.3302
         31.0200         11.6817        -42.3001         18.1732
         31.0400         10.2167        -38.1161          6.7762
         31.0600        -12.8873         -9.6921          1.5782
         31.0800        -20.1393         -6.0741         -0.6948
         31.1000        -53.7833        -12.5471        -11.7938
         31.1200        -54.7383         10.1879        -10.7318
         31.1400        -11.1493         45.8519         18.2912
         31.1600         -2.3263         47.8269         21.5712
         31.1800         19.0087         11.1459          4.2502
         31.2000         56.3077          1.1339          9.6022
         31.2200         53.0347         -9.6721         12.0892
         31.2400         48.7937        -17.6321          3.0992
         31.2600         48.3037         18.7609         -3.2238
         31.2800         18.6377         53.5039         -8.5528
         31.3000         10.3947         33.5669        -15.9918
         31.3200         12.9697         -6.1151        -31.3208
         31.3400        -24.8423        -16.3771        -33.1488
         31.3600        -71.5853        -15.5021        -11.1188
         31.3800        -81.8763        -19.5811          6.6482
         31.4000        -56.7883        -26.6691         22.4762
         31.4200        -35.2223        -30.2531         37.8402
         31.4400        -35.9233        -23.0251         25.0852
         31.4600        -35.8293        -18.4701          7.8132
         31.4800        -14.7403        -23.6351          4.4972
         31.5000          1.5617        -19.2151        -10.8238
         31.5200         14.5067         -8.2751        -27.5058
         31.5400         36.5567          5.9109         -6.1468
         31.5600         39.8787         32.0039         24.0452
         31.5800         17.1697         39.9349         23.4342
         31.6000          0.4507         23.7759          6.5032
         31.6200          2.6387          3.2469         -4.5578
         31.6400         -4.9003         -6.6831        -13.0288
         31.6600         -6.1123        -14.4391        -12.2168
         31.6800         16.1967        -38.0361         -4.7048
         31.7000         50.1797        -59.0791         -8.8838
         31.7200         34.4167        -41.1341         -0.0618
         31.7400          2.3877          3.1109         17.1422
         31.7600         34.0317         41.6229         13.8352
         31.7800         65.8377         59.2329         -9.0418
         31.8000         51.1617         60.2799        -19.0248
         31.8200         16.8307         57.5109         -5.5908
         31.8400        -14.2413         38.2409          3.8432
         31.8600        -27.3463         -3.8491          2.6962
         31.8800        -18.3523        -19.3231         -3.9828
         31.9000        -18.2043          9.5529         -4.3418
         31.9200        -30.0553         46.0789         12.5832
         31.9400        -28.8303         45.0239         16.7492
         31.9600        -20.7473          2.3479          4.3382
         31.9800        -28.8163        -46.1961          9.6742
         32.0000         -2.7773        -71.7841          9.5912
         32.0200         34.5617        -64.5411          2.0082
         32.0400         21.1977        -32.3871         10.0842
         32.0600         20.6207         -6.4051          5.9592
         32.0800         26.1657          2.1339         -4.5268
         32.1000          0.0597          7.2939         -6.6008
         32.1200        -36.8053         22.2569         -3.1048
         32.1400        -32.6563         28.4859          5.1712
         32.1600         10.4517         -6.4931         16.5932
         32.1800         20.2677        -20.1421         10.9932
         32.2000         -2.9903         15.6249        -13.5378
         32.2200         -5.8133         26.2699        -30.7498
         32.2400        -10.1253          5.5259        -38.1808
         32.2600        -27.8483         -8.4591        -26.0188
         32.2800        -21.3313         -9.7521         -2.5228
         32.3000         17.5677         -7.0401          0.3702
         32.3200         37.6917          7.7719        -11.6518
         32.3400         24.2427         22.4659        -23.4688
         32.3600         12.1297         35.3689        -14.2068
         32.3800          4.8217         42.8159          8.0282
         32.4000        -11.0513         28.4589         20.5182
         32.4200        -34.0823         19.5949         17.4332
         32.4400         -9.8183         16.0609          0.7532
         32.4600         25.3577         13.5029        -24.3958
         32.4800        -19.8203         16.2339        -21.8598
         32.5000        -82.0913          9.1099         16.4142
         32.5200        -79.1143        -12.0841         41.9682
         32.5400        -17.1643        -23.2081         43.5422
         32.5600         22.3237        -21.7921         32.1272
         32.5800         21.6347        -20.6151         23.0342
         32.6000         37.9077        -15.4541          5.8112
         32.6200         65.2617        -13.4001          0.7042
         32.6400         70.5407        -27.0781         12.8322
         32.6600         28.7807        -38.7621          5.0682
         32.6800          5.4927        -27.5661          1.6352
         32.7000         22.0567          6.0149          3.1942
         32.7200          9.6227         45.6249        -16.0388
         32.7400        -25.1803         50.1179        -31.1208
         32.7600        -25.7923         22.7349        -20.3818
         32.7800          5.5017          0.6499         -7.3408
         32.8000          0.6257         -5.5091         -9.4038
         32.8200        -26.8603        -21.8271          1.2872
         32.8400        -33.2633        -26.5691         10.5792
         32.8600        -31.1003         -5.5411          7.9922
         32.8800        -37.1693         11.3369          5.5212
         32.9000        -41.8533          8.4559         -6.6388
         32.9200          2.2527          0.9219        -15.7188
         32.9400         32.5087          7.9529         -6.5558
         32.9600          6.2607         18.7519          1.2732
         32.9800        -15.3483         16.0529          5.1802
         33.0000        -14.0073         20.3119         15.3792
         33.0200         -0.3473         43.3669         12.3302
         33.0400         11.2617         35.2449         11.2592
         33.0600          3.5557          0.0669          9.5222
         33.0800          1.3097        -10.3751         -4.4898
         33.1000          5.7217         -2.2441        -22.2698
         33.1200        -16.4293         -2.2851        -38.6868
         33.1400        -44.5823          0.9029        -38.4728
         33.1600        -54.9053         -2.7251        -20.6908
         33.1800        -12.3603         -4.3171          7.6562
         33.2000         33.2007         10.9459         21.6982
         33.2200         35.4877         11.6059         22.6182
         33.2400         55.0447          2.6009         18.6892
         33.2600         75.8017          3.1409         13.8482
         33.2800         42.1167          0.4989         11.7542
         33.3000          3.8157         -9.1651         -1.6018
         33.3200         -0.7413        -15.8611        -14.7048
         33.3400          6.5067        -30.8941         -6.8938
         33.3600          5.9527        -35.6501         -5.1968
         33.3800        -13.1083        -15.4021        -15.5308
         33.4000        -13.2363         10.8869         -0.7348
         33.4200         16.0037         13.9409          0.1372
         33.4400         24.6777         -6.8241          1.1022
         33.4600          0.6397         -5.0041         12.5022
         33.4800        -34.1083          8.3669         -7.4228
         33.5000        -33.2303        -11.7541        -17.5528
         33.5200        -10.7153        -15.3201         -8.9268
         33.5400         -3.9653         13.2429         -9.1268
         33.5600         -3.4653         28.4429        -16.2298
         33.5800          9.7907         28.6339          2.2472
         33.6000          9.6037         34.0509         21.9812
         33.6200        -21.7363         14.6709         27.2752
         33.6400        -65.2993        -17.7611         30.9952
         33.6600        -68.0503        -11.1791         19.4212
         33.6800        -38.2783          5.8799          7.7472
         33.7000         -8.5413         -6.0161         14.4292
         33.7200         16.9907        -36.9701          7.2922
         33.7400          7.6207        -51.7781        -10.0948
         33.7600        -18.5503        -39.7561         -7.7308
         33.7800        -38.1813        -21.0261         -6.4258
         33.8000        -34.1063        -12.8171         -3.7848
         33.8200         -3.5583         -0.0061         -0.5788
         33.8400         -5.2053         26.0259         -7.0198
         33.8600        -24.2203         45.3059        -22.6528
         33.8800         -8.4083         43.2999        -25.3918
         33.9000         25.3207         24.2909         -9.5428
         33.9200         46.5807          5.1149          3.2802
         33.9400          5.2017          2.2979          3.9092
         33.9600        -55.6793         19.1329         -2.8858
         33.9800        -60.3563         42.7319          1.3672
         34.0000        -37.0053         45.1589          0.4342
         34.0200        -49.7253         10.5659         -8.6098
         34.0400        -59.2593        -15.5661         -0.5028
         34.0600        -23.8703        -10.5791          4.8462
         34.0800          7.2307          4.0639          7.9812
         34.1000          5.2527         -0.2191         18.0552
         34.1200         12.1667        -25.8791         10.8382
         34.1400         40.6687        -29.2471         -1.3608
         34.1600         58.0717        -19.5381         -3.7218
         34.1800         45.1257        -31.8571          0.3832
         34.2000          4.4957        -31.7751         24.5422
         34.2200          5.0087         -7.5621         38.1092
         34.2400         27.5127         22.6139         18.4532
         34.2600          3.7167         18.9919         -2.1498
         34.2800        -19.3023         -5.0651        -12.1608
         34.3000        -16.3113         -1.2531        -10.1208
         34.3200        -10.2693          4.0659         -6.6878
         34.3400         -1.8423         -2.2391        -14.3028
         34.3600         -1.2873        -14.0931        -18.0798
         34.3800          4.6167        -46.8521         -5.0028
         34.4000         29.8977        -57.1401          9.3222
         34.4200         29.7067        -23.2221          4.6342
         34.4400         14.0677         -8.9331         -0.5358
         34.4600         15.2767        -19.8351         -2.6748
         34.4800         14.1487        -15.4871        -12.7168
         34.5000         -3.7873          5.0259        -12.4688
         34.5200        -21.3283         19.3659          0.0572
         34.5400        -30.9913         25.7089          7.6182
         34.5600        -22.2093         38.7669          2.3112
         34.5800          4.9347         50.3829         -5.8858
         34.6000          4.2607         43.5829          8.6132
         34.6200        -15.6653         25.1179         19.8222
         34.6400        -10.4693         12.5669         10.2662
         34.6600        -18.9553          9.0569         -8.1288
         34.6800        -46.3473          5.6509        -11.2178
         34.7000        -52.5773         18.9109         -1.1038
         34.7200        -20.9303         25.3089          0.5572
         34.7400          5.7607         -7.0121         16.8392
         34.7600         -1.2413        -25.9381         21.9932
         34.7800         -4.9003        -18.1731         15.9652
         34.8000          1.4457        -11.3151         11.2172
         34.8200         -1.9553          2.5709         -0.0398
         34.8400         -1.2793         23.6099        -15.0228
         34.8600         23.2767         16.5609        -22.0278
         34.8800         44.3807         -0.3291        -10.5508
         34.9000         29.8277         12.9739         -5.4378
         34.9200        -10.5793          4.3109          4.0812
         34.9400        -33.3333        -31.3231         11.2892
         34.9600        -33.5263        -29.1561         -1.0538
         34.9800        -37.0003         10.1679         -3.7528
         35.0000        -29.2123         27.9519         -3.2988
         35.0200          7.2177         25.8969          3.3262
         35.0400         18.0667         22.7829         16.7002
         35.0600         10.8177          3.3759         21.8252
         35.0800         28.1807        -13.0281         10.6972
         35.1000         42.2707        -21.3741         -4.1058
         35.1200         21.0277        -25.7961         -4.1198
         35.1400         -8.4343        -13.3941         -0.9968
         35.1600         -2.5003         12.1129          1.0142
         35.1800         10.3677         37.0209         -1.2518
         35.2000         18.0947         34.8569         -5.6458
         35.2200        -10.4903         -0.0731        -12.9888
         35.2400        -44.8863        -18.1591         -9.6198
         35.2600        -16.5343        -10.2501          2.1892
         35.2800         -3.3183        -15.5591          2.6412
         35.3000        -25.8093        -21.7361         -0.0178
         35.3200        -23.0173        -17.3201         -7.8868
         35.3400        -22.8373        -16.5511        -16.1618
         35.3600        -49.0063        -19.0291        -17.8838
         35.3800        -66.5633        -17.9681        -11.6028
         35.4000        -42.9543         -4.6981         -1.2958
         35.4200         11.1517         21.8269         11.4122
         35.4400         19.7267         42.5489         18.2012
         35.4600         13.2947         36.2169         10.8282
         35.4800         18.3487         14.4059         -3.3888
         35.5000         -0.7073          7.2569        -14.2548
         35.5200        -13.0773         -0.5431        -15.8278
         35.5400         -3.9333         -2.9061        -21.9318
         35.5600         14.3957         15.2499        -14.5548
         35.5800         24.1037         35.7219         -9.0488
         35.6000         36.7607         27.9109        -15.4688
         35.6200         40.6677        -13.3211        -13.1858
         35.6400         17.2317        -23.2701         -2.5508
         35.6600          1.2217          3.6699          5.6482
         35.6800         -6.7433         13.4659          2.4432
         35.7000        -13.2193          6.6539         10.7192
         35.7200         -7.0883          6.5499         22.5722
         35.7400        -23.8723         -5.3581         17.4452
         35.7600        -46.8483        -30.3581         18.6832
         35.7800         -6.7833        -41.8901         22.1082
         35.8000         55.4967        -39.1021          9.4752
         35.8200         55.5237        -21.8631         -2.0828
         35.8400         26.4717        -13.6401          5.8062
         35.8600         20.8807        -22.0921         21.2582
         35.8800         28.6177        -21.6011         23.7642
         35.9000         -5.5953        -14.8271          2.2222
         35.9200        -40.1973        -11.4161        -14.6388
         35.9400        -22.6923        -10.7901        -13.4798
         35.9600         -2.7443         -4.0321        -18.4588
         35.9800        -20.3673         15.1359        -20.1958
         36.0000        -61.6953         35.4029        -11.5148
         36.0200        -74.7063         24.6689          7.4072
         36.0400        -57.6773         -2.6331         30.2722
         36.0600         -9.0913         -6.5111         33.7122
         36.0800         25.3917          8.6499         19.9792
         36.1000         20.8217         24.8099         12.7702
         36.1200         13.3147         22.9229          5.7252
         36.1400         19.6117          7.9129         -7.7818
         36.1600         10.6937          5.9429        -16.1188
         36.1800        -18.3983         -3.3871         -7.3378
         36.2000         -8.6633        -31.8031         14.3832
         36.2200         20.0337        -35.3961         22.5212
         36.2400         22.7397        -20.0151         20.2392
         36.2600         15.5827         -0.1881         15.9972
         36.2800         10.1247         29.1009         -1.5508
         36.3000          5.0727         45.3809        -20.2618
         36.3200         13.7607         34.4079        -20.6448
         36.3400         18.4267          6.1909         -1.6908
         36.3600         17.7427        -16.3881         12.8402
         36.3800         15.1697         -5.6031         11.1902
         36.4000         10.7757          9.2109         18.7252
         36.4200         17.3187         10.8759         32.8092
         36.4400         13.5937         14.4639         29.3612
         36.4600         21.7647         21.3459          2.0992
         36.4800         41.2827         19.1389        -13.2338
         36.5000         27.5877         -0.8381         -4.4968
         36.5200         10.3437        -11.3931         -8.5898
         36.5400         24.1527        -23.4561         -9.6848
         36.5600         22.0937        -34.3821         -7.1858
         36.5800        -24.4313        -23.5111        -10.1958
         36.6000        -37.9483         -5.3531         -3.7828
         36.6200          6.6237         -4.0831          6.1842
         36.6400         19.0937        -13.7571          9.1852
         36.6600        -17.5283         -9.5111         -5.6418
         36.6800        -33.2903         14.5359        -24.1638
         36.7000        -10.8153         44.6129        -14.6158
         36.7200          1.9627         50.7629          7.8792
         36.7400        -14.3743         28.8929          4.7562
         36.7600        -20.9353         17.2589         -6.1368
         36.7800        -16.8843          2.2909         -4.6968
         36.8000        -14.4333        -30.7491        -13.8988
         36.8200        -22.5993        -43.8841        -17.9368
         36.8400        -24.5603        -29.3491          1.8312
         36.8600          7.2167        -27.6121         12.1232
         36.8800         26.4197        -18.0351         -3.8208
         36.9000         14.7897         16.1259        -10.6108
         36.9200         15.8297         27.6669          7.5552
         36.9400          6.1397         -2.8811         23.3032
         36.9600        -19.7363        -21.2261         27.0032
         36.9800        -22.8743         -0.8621         22.2612
         37.0000          6.4477          7.1329         -3.6098
         37.0200         36.8437         -8.3431        -20.0918
         37.0400         33.7757         -3.1211        -13.1198
         37.0600          2.7247         13.1759          6.2082
         37.0800         -9.3203         25.7429         18.8492
         37.1000          7.3777         47.4719          5.4642
         37.1200         16.4037         57.1999         -0.4678
         37.1400         11.8007         38.0839          7.2092
         37.1600          6.2167          1.2459         -1.6898
         37.1800          4.6057        -26.6551        -21.6228
         37.2000        -27.1083        -31.4671        -26.0778
         37.2200        -41.4583        -32.7841        -20.5808
         37.2400         -8.2483        -37.2001         -0.3938
         37.2600         10.6547        -19.7911         23.1662
         37.2800          1.6837          3.8729         25.5272
         37.3000         -5.6473          2.4949         12.2982
         37.3200        -13.8363        -12.4581         -8.6128
         37.3400         -7.3223        -35.7821         -8.8668
         37.3600         30.0417        -44.3341         20.7122
         37.3800         39.7537        -15.3221         27.6362
         37.4000         20.4167         16.1149         10.1312
         37.4200         -6.9443         25.3159          7.5932
         37.4400        -29.3273         36.7419         -4.6748
         37.4600        -15.3723         40.6999        -20.5098
         37.4800          3.6387         31.4849         -6.3978
         37.5000         13.9777         35.1469          6.5372
         37.5200          8.9067         51.1759          4.5372
         37.5400        -14.7043         48.2619         -2.4078
         37.5600        -30.6253         23.7109         -6.2428
         37.5800        -33.2993          0.2749         -7.0458
         37.6000        -43.6243         -6.0541         -4.3848
         37.6200        -29.9623          2.2689         -7.1248
         37.6400          8.5687         19.4989        -18.3668
         37.6600         16.9207         17.6639        -16.6648
         37.6800          9.8307        -12.5571          8.8862
         37.7000         -3.5613        -48.9181         24.5642
         37.7200          7.8547        -46.8441          5.7062
         37.7400         47.3077         -0.1351         -5.9468
         37.7600         52.1107         15.5719          4.7892
         37.7800         31.2887          3.5319          7.2192
         37.8000         16.2367         15.2719         13.5002
         37.8200          5.6397         25.2059         18.4062
         37.8400         17.0727         19.8399          7.2232
         37.8600         21.8227          4.3979          8.8962
         37.8800        -11.7603        -33.7971          6.6892
         37.9000        -26.7713        -43.0681         -2.9028
         37.9200        -30.9643        -24.0261         -9.6878
         37.9400        -54.4093        -15.8951        -20.6408
         37.9600        -68.0263        -10.8381        -16.2418
         37.9800        -46.3543         -2.3341         -6.2518
         38.0000        -13.2543          1.0099         -5.3218
         38.0200          5.3327          4.4459          1.6782
         38.0400         22.1447         -7.2001         16.0452
         38.0600         27.1937        -18.8551          8.5272
         38.0800         38.4687         -5.3431        -14.2168
         38.1000         50.9517          8.8999        -14.9038
         38.1200         42.8937         -2.1761          1.6202
         38.1400         27.2687        -10.5671         10.4042
         38.1600         10.9467         12.9439         -0.7118
         38.1800          0.6067         35.2809         -8.5998
         38.2000        -23.0283         22.9959         -4.8318
         38.2200        -52.0673          6.6229        -10.8268
         38.2400        -45.5293          9.3189          3.5022
         38.2600         -6.3943          8.8319         34.4822
         38.2800         -9.3583         -2.8681         25.7092
         38.3000        -30.1123        -17.6011         -0.3798
         38.3200        -22.9033        -16.0571        -18.5138
         38.3400        -13.5123         10.7349        -10.8218
         38.3600         -9.8373         17.4679          2.8192
         38.3800         -0.9643          0.1819         -9.1078
         38.4000         16.6157         -1.3251        -15.1058
         38.4200         28.1257          2.2219         -5.9898
         38.4400         33.2987         -7.6031          3.4692
         38.4600         34.1067        -23.3791         -3.2458
         38.4800         -0.1143        -27.8831        -20.0888
         38.5000        -49.3473        -33.7641        -14.9668
         38.5200        -37.3193        -37.8341         16.5562
         38.5400        -15.1323        -23.7851         13.6402
         38.5600        -46.6253          4.7679        -13.0008
         38.5800        -79.3183          4.0919         -3.8338
         38.6000        -78.2763        -11.0791         -4.6988
         38.6200        -41.8693         -1.8361         -7.6258
         38.6400         -1.6673         11.0029          3.2442
         38.6600         11.8767         22.4599          4.1302
         38.6800         13.6487         18.1279         10.4532
         38.7000          1.9497         20.1449         10.4742
         38.7200        -13.5413         45.8029         -0.0558
         38.7400          2.1267         50.0599        -12.3968
         38.7600         12.2407         25.0399        -25.3518
         38.7800          5.3927          2.7639        -10.5638
         38.8000         22.8007          2.4189          5.8492
         38.8200         29.1577         24.1239         -1.0778
         38.8400         21.7377         27.8869         -4.8568
         38.8600         14.2797         -2.0211         -1.2278
         38.8800        -28.2583        -30.0261          7.9692
         38.9000        -59.1763        -33.0651          2.0692
         38.9200        -40.8473        -22.3901        -13.2038
         38.9400         -5.3653        -10.4481         -0.4028
         38.9600         28.6377          3.9089         21.5712
         38.9800         48.6817         -6.0501         26.2392
         39.0000         40.7177        -23.1831          9.8372
         39.0200         25.6177        -11.1811        -14.8528
         39.0400         10.1597          4.3939        -32.7858
         39.0600         -6.5223         11.2979        -29.5828
         39.0800        -12.4553         11.8069         -2.2788
         39.1000          1.1047         -0.2131         16.7562
         39.1200         29.0687         -8.8911         25.4902
         39.1400         29.1997          0.1329         20.6392
         39.1600         11.5267         10.8809          2.5172
         39.1800        -12.2883         17.0339          4.8212
         39.2000        -27.0023          8.9969         18.9622
         39.2200        -25.2273         -3.1941         13.4282
         39.2400        -17.5843          7.6489         -7.5778
         39.2600          5.2487          5.2709        -23.4208
         39.2800         13.8017         -7.5951        -27.4408
         39.3000         37.6837         10.2699        -36.9718
         39.3200         78.2747         25.0809        -26.4988
         39.3400         52.7907         18.2609          8.6582
         39.3600        -20.4073          2.7449         22.7852
         39.3800        -62.1993        -18.2821         15.0742
         39.4000        -69.1073         -3.0771          0.2252
         39.4200        -81.7073         29.3339        -14.5268
         39.4400        -79.0533         15.4929        -11.9318
         39.4600        -40.4533         -1.7201        -15.8828
         39.4800         -7.0683         14.6919        -20.0568
